,Unidad_Planeamiento_Zocial,Localidad,Barrio
587,Alfonso López,Usme, El Refugio I y II
588,Alfonso López,Usme, El Triángulo
589,Alfonso López,Usme, El Uval II Sector
590,Alfonso López,Usme, La Huerta
591,Alfonso López,Usme, La Orquídea Usme
592,Alfonso López,Usme, La Reforma
593,Alfonso López,Usme, Nuevo Porvenir
594,Alfonso López,Usme, Nuevo Progreso-El Progreso II Sector
595,Alfonso López,Usme, Portal de La Vega
596,Alfonso López,Usme, Portal de Oriente
597,Alfonso López,Usme, Portal del Divino
598,Alfonso López,Usme, Puerta al Llano
599,Alfonso López,Usme, Puerta al Llano II
600,Alfonso López,Usme, Refugio I
601,Alfonso López,Usme, Villa Hermosa.
602,Parque Entrenubes,Usme,Arrayanes
603,Parque Entrenubes,Usme, Bolonia
604,Parque Entrenubes,Usme, El Bosque Central
605,Parque Entrenubes,Usme, El Nuevo Portal II
606,Parque Entrenubes,Usme, El Refugio I
607,Parque Entrenubes,Usme, La Esperanza Sur
608,Parque Entrenubes,Usme, Los Olivares
609,Parque Entrenubes,Usme, Pepinitos
610,Parque Entrenubes,Usme, Tocaimita Oriental
611,Parque Entrenubes,Usme, Tocaimita Sur.
612,Ciudad Usme,Usme,Ciudadela El Oasis
613,Ciudad Usme,Usme, Brisas del Llano
614,Ciudad Usme,Usme, Usme-Centro
615,Ciudad Usme,Usme, El Bosque km. 11
616,Ciudad Usme,Usme, El Pedregal-La Lira
617,Ciudad Usme,Usme, El Salteador
618,Ciudad Usme,Usme, La María.
619,Venecia,Tunjuelito,Fátima
620,Venecia,Tunjuelito, Laguneta
621,Venecia,Tunjuelito, Nuevo Muzú
622,Venecia,Tunjuelito, Rincón de Muzú
623,Venecia,Tunjuelito, Rincón de Venecia
624,Venecia,Tunjuelito, Samore
625,Venecia,Tunjuelito, San Vicente Ferrer
626,Venecia,Tunjuelito, Tejar de Ontario
627,Tunjuelito,Tunjuelito,Abraham Lincoln
628,Tunjuelito,Tunjuelito, San Benito
629,Tunjuelito,Tunjuelito, San Carlos
630,Tunjuelito,Tunjuelito, Tunjuelito.
631,Apogeo,Bosa,Jardines del Apogeo
632,Apogeo,Bosa, El Motorista
633,Apogeo,Bosa, Industrial
634,Apogeo,Bosa, La Ilusión
635,Apogeo,Bosa, Nuevo Chile
636,Apogeo,Bosa, Olarte
637,Apogeo,Bosa, Villa del Río.
638,Bosa Occidental,Bosa,Amaru
639,Bosa Occidental,Bosa, Berlín
640,Bosa Occidental,Bosa, Berlín de Bosa La Libertad III
641,Bosa Occidental,Bosa, Betania
642,Bosa Occidental,Bosa, Bosa Nova
643,Bosa Occidental,Bosa, Bosa Nova II Sector
644,Bosa Occidental,Bosa, Bosalinda (Holdebrando Olarte)
645,Bosa Occidental,Bosa, Brasil
646,Bosa Occidental,Bosa, Brasilia
647,Bosa Occidental,Bosa, Campo Hermoso
648,Bosa Occidental,Bosa, Casa Nueva
649,Bosa Occidental,Bosa, Chicala
650,Bosa Occidental,Bosa, Ciudadela La Libertad
651,Bosa Occidental,Bosa, El Bosque de Bosa
652,Bosa Occidental,Bosa, El Cauce
653,Bosa Occidental,Bosa, El Diamante
654,Bosa Occidental,Bosa, El Libertador
655,Bosa Occidental,Bosa, El Paradero
656,Bosa Occidental,Bosa, El Portal de La Libertad
657,Bosa Occidental,Bosa, El Porvenir
658,Bosa Occidental,Bosa, El Progreso
659,Bosa Occidental,Bosa, El Recuerdo
660,Bosa Occidental,Bosa, El Rincón de Bosa
661,Bosa Occidental,Bosa, El Rodeo
662,Bosa Occidental,Bosa, El Sauce
663,Bosa Occidental,Bosa, Escocia
664,Bosa Occidental,Bosa, Finca La Esperanza
665,Bosa Occidental,Bosa, Holanda
666,Bosa Occidental,Bosa, Hortelanos de Escocia
667,Bosa Occidental,Bosa, Jorge Uribe Botero
668,Bosa Occidental,Bosa, La Concepción
669,Bosa Occidental,Bosa, La Dulcinea
670,Bosa Occidental,Bosa, La Esmeralda
671,Bosa Occidental,Bosa, La Estanzuela I y II
672,Bosa Occidental,Bosa, La Florida
673,Bosa Occidental,Bosa, La Fontana de Bosa-La Libertad
674,Bosa Occidental,Bosa, La Independencia
675,Bosa Occidental,Bosa, La Libertad I
676,Bosa Occidental,Bosa, II
677,Bosa Occidental,Bosa, III
678,Bosa Occidental,Bosa, IV
679,Bosa Occidental,Bosa, La Magnolia
680,Bosa Occidental,Bosa, La María
681,Bosa Occidental,Bosa, La Palma
682,Bosa Occidental,Bosa, La Paz
683,Bosa Occidental,Bosa, La Portada
684,Bosa Occidental,Bosa, La Portadita
685,Bosa Occidental,Bosa, La Veguita
686,Bosa Occidental,Bosa, Las Margaritas
687,Bosa Occidental,Bosa, Las Vegas
688,Bosa Occidental,Bosa, Los Ocales
689,Bosa Occidental,Bosa, Los Sauces
690,Bosa Occidental,Bosa, Miami
691,Bosa Occidental,Bosa, New Jersey
692,Bosa Occidental,Bosa, Nuestra Señora de La Paz
693,Bosa Occidental,Bosa, Nueva Escocia
694,Bosa Occidental,Bosa, Nueva Esperanza
695,Bosa Occidental,Bosa, Porvenir
696,Bosa Occidental,Bosa, Potreritos
697,Bosa Occidental,Bosa, San Antonio
698,Bosa Occidental,Bosa, San Antonio de Bosa
699,Bosa Occidental,Bosa, San Antonio de Escocia
700,Bosa Occidental,Bosa, San Bernardino
701,Bosa Occidental,Bosa, San Javier
702,Bosa Occidental,Bosa, San Jorge
703,Bosa Occidental,Bosa, San Juanito
704,Bosa Occidental,Bosa, San Martín
705,Bosa Occidental,Bosa, San Pedro
706,Bosa Occidental,Bosa, Santa Inés
707,Bosa Occidental,Bosa, Sauces
708,Bosa Occidental,Bosa, Siracuza
709,Bosa Occidental,Bosa, Tokio
710,Bosa Occidental,Bosa, Vegas de Santana
711,Bosa Occidental,Bosa, Villa Carolina
712,Bosa Occidental,Bosa, Villa Clemencia
713,Bosa Occidental,Bosa, Villa Colombia
714,Bosa Occidental,Bosa, Villa de Los Comuneros
715,Bosa Occidental,Bosa, Villa de Suaita
716,Bosa Occidental,Bosa, Villa Magnolia
717,Bosa Occidental,Bosa, Villa Natalia
718,Bosa Occidental,Bosa, Villa Nohora
719,Bosa Occidental,Bosa, Villa Sonia I y II
720,Bosa Occidental,Bosa, Villas del Progreso
721,Bosa Occidental,Bosa, Villas del Velero
722,Bosa Occidental,Bosa, Campo Verde.
723,Bosa Central,Bosa,Andalucía I y II
724,Bosa Central,Bosa, Antonia Santos
725,Bosa Central,Bosa, Argelia
726,Bosa Central,Bosa, Bosa
727,Bosa Central,Bosa, Bosques de Meryland
728,Bosa Central,Bosa, Brasilia-La Estación
729,Bosa Central,Bosa, Carlos Albán
730,Bosa Central,Bosa, Charles de Gaulle
731,Bosa Central,Bosa, Claretiano
732,Bosa Central,Bosa, El Jardín
733,Bosa Central,Bosa, El Llano
734,Bosa Central,Bosa, El Palmar
735,Bosa Central,Bosa, El Portal de Bosa
736,Bosa Central,Bosa, El Povenir
737,Bosa Central,Bosa, El Progreso
738,Bosa Central,Bosa, El Retazo
739,Bosa Central,Bosa, El Toche
740,Bosa Central,Bosa, Getsemaní
741,Bosa Central,Bosa, Grancolombiano I y II
742,Bosa Central,Bosa, Gualoche
743,Bosa Central,Bosa, Hermanos Barragán
744,Bosa Central,Bosa, Humberto Valencia
745,Bosa Central,Bosa, Islandia
746,Bosa Central,Bosa, Israelita
747,Bosa Central,Bosa, Jiménez de Quesada
748,Bosa Central,Bosa, José Antonio Galán
749,Bosa Central,Bosa, José María Carbonel
750,Bosa Central,Bosa, La Amistad
751,Bosa Central,Bosa, La Azucena
752,Bosa Central,Bosa, La Estación
753,Bosa Central,Bosa, La Riviera
754,Bosa Central,Bosa, Laureles
755,Bosa Central,Bosa, Llano Oriental
756,Bosa Central,Bosa, Llanos de Bosa
757,Bosa Central,Bosa, Manzanares
758,Bosa Central,Bosa, Mitrani
759,Bosa Central,Bosa, Naranjos
760,Bosa Central,Bosa, Nueva Granada
761,Bosa Central,Bosa, Bosa Palestina
762,Bosa Central,Bosa, Paso Ancho
763,Bosa Central,Bosa, Piamonte
764,Bosa Central,Bosa, Primavera Sur
765,Bosa Central,Bosa, San Eugenio
766,Bosa Central,Bosa, San Pablo I sector y San Pablo II sector
767,Bosa Central,Bosa, San Pedro
768,Bosa Central,Bosa, Santa Lucía
769,Bosa Central,Bosa, Urbanización Acuarela
770,Bosa Central,Bosa, Betania
771,Bosa Central,Bosa, Vereda San José
772,Bosa Central,Bosa, La Esperanza
773,Bosa Central,Bosa, Villa Anny
774,Bosa Central,Bosa, Villa Bosa
775,Bosa Central,Bosa, Villa Nohora
776,Bosa Central,Bosa, Xochimilco.
777,El Porvenir,Bosa,Caldas
778,El Porvenir,Bosa, Antonio Nariño
779,El Porvenir,Bosa, Campo Hermoso
780,El Porvenir,Bosa, Cañaveralejo
781,El Porvenir,Bosa, El Anhelo
782,El Porvenir,Bosa, El Corzo
783,El Porvenir,Bosa, El Porvenir
784,El Porvenir,Bosa, El Recuerdo
785,El Porvenir,Bosa, El Recuerdo de Santa Fe
786,El Porvenir,Bosa, El Regalo
787,El Porvenir,Bosa, La Arboleda
788,El Porvenir,Bosa, La Cabaña
789,El Porvenir,Bosa, La Granjita
790,El Porvenir,Bosa, La Suerte
791,El Porvenir,Bosa, La Unión
792,El Porvenir,Bosa, Los Centauros
793,El Porvenir,Bosa, Osorio X
794,El Porvenir,Bosa, Osorio XIII
795,El Porvenir,Bosa, Parcela El Porvenir
796,El Porvenir,Bosa, San Bernardino II
797,El Porvenir,Bosa, San Miguel
798,El Porvenir,Bosa, Santa Fe I
799,El Porvenir,Bosa, II y III
800,El Porvenir,Bosa, Santa Fe de Bosa
801,El Porvenir,Bosa, Villa Alegre
802,El Porvenir,Bosa, Villa Alegría
803,El Porvenir,Bosa, Villa Esmeralda
804,El Porvenir,Bosa, Villa Karen.
805,Tintal Sur,Bosa,El Matorral
806,Tintal Sur,Bosa, El Matorral de San Bernardino
807,Tintal Sur,Bosa, El Triunfo
808,Tintal Sur,Bosa, El Triunfo de San Bernardino
809,Tintal Sur,Bosa, La Vega de San Bernardino Bajo
810,Tintal Sur,Bosa, Potreritos
811,Tintal Sur,Bosa, San Bernardino Sector Potrerito
812,Tintal Sur,Bosa, San Bernardino XIX
813,Tintal Sur,Bosa, XVI
814,Tintal Sur,Bosa, XVII
815,Tintal Sur,Bosa, XVIII
816,Tintal Sur,Bosa, XXII
817,Tintal Sur,Bosa, XXV
818,Tintal Sur,Bosa, Ciudadela el Recreo
819,Castilla,Kennedy,Aloha Norte
820,Castilla,Kennedy, Agrupación de Vivienda Pio XII
821,Castilla,Kennedy, Andalucía I y II
822,Castilla,Kennedy, Bavaria Techo II
823,Castilla,Kennedy, Bosques de Castilla
824,Castilla,Kennedy, Castilla La Nueva
825,Castilla,Kennedy, Castilla Los Mandriles
826,Castilla,Kennedy, Castilla Real
827,Castilla,Kennedy, Castilla Reservado
828,Castilla,Kennedy, Catania
829,Castilla,Kennedy, Catania-Castilla
830,Castilla,Kennedy, Ciudad Don Bosco
831,Castilla,Kennedy, Ciudad Favidi
832,Castilla,Kennedy, Ciudad Techo
833,Castilla,Kennedy, El Castillo
834,Castilla,Kennedy, El Condado
835,Castilla,Kennedy, El Portal de las Américas
836,Castilla,Kennedy, El Rincón de Castilla
837,Castilla,Kennedy, El Rincón de Los Ángeles
838,Castilla,Kennedy, El Tintal
839,Castilla,Kennedy, El Vergel
840,Castilla,Kennedy, Lagos de Castilla
841,Castilla,Kennedy, Las Dos Avenidas I y II Etapa
842,Castilla,Kennedy, Monterrey
843,Castilla,Kennedy, Multifamiliares El Ferrol
844,Castilla,Kennedy, Osorio
845,Castilla,Kennedy, Oviedo
846,Castilla,Kennedy, Pio XII
847,Castilla,Kennedy, San José Occidental
848,Castilla,Kennedy, Santa Catalina I y II
849,Castilla,Kennedy, Valladolid
850,Castilla,Kennedy, Villa Alsacia
851,Castilla,Kennedy, Villa Castilla
852,Castilla,Kennedy, Villa Galante
853,Castilla,Kennedy, Villa Liliana
854,Castilla,Kennedy, Villa Mariana
855,Castilla,Kennedy, Visión de Colombia.
856,Américas,Kennedy,Agrupación Pío X
857,Américas,Kennedy, Agrupación Multifamiliar Villa Emilia
858,Américas,Kennedy, Alférez Real
859,Américas,Kennedy, Américas Central
860,Américas,Kennedy, Américas Occidental I
861,Américas,Kennedy, II Y III Etapa
862,Américas,Kennedy, Antiguo Hipódromo de Techo II Etapa
863,Américas,Kennedy, Banderas
864,Américas,Kennedy, Carvajal II Sector
865,Américas,Kennedy, Centroaméricas
866,Américas,Kennedy, Ciudad Kennedy
867,Américas,Kennedy, El Rincón de Mandalay
868,Américas,Kennedy, Floresta Sur
869,Américas,Kennedy, Fundadores
870,Américas,Kennedy, Glorieta de las Américas
871,Américas,Kennedy, Hipotecho
872,Américas,Kennedy, Igualdad I y II
873,Américas,Kennedy, La Llanura
874,Américas,Kennedy, Las Américas
875,Américas,Kennedy, Los Sauces
876,Américas,Kennedy, Mandalay
877,Américas,Kennedy, Marsella III
878,Américas,Kennedy, Nueva Marsella I
879,Américas,Kennedy, II y III
880,Américas,Kennedy, Provivienda Oriental
881,Américas,Kennedy, Santa Rosa de Carvajal
882,Américas,Kennedy, Villa Adriana
883,Américas,Kennedy, Villa Claudia.
884,Carvajal,Kennedy,Alquería de la Fragua
885,Carvajal,Kennedy, Bombay
886,Carvajal,Kennedy, Carimagua I
887,Carvajal,Kennedy, Carvajal
888,Carvajal,Kennedy, Carvajal Osorio
889,Carvajal,Kennedy, Carvajal Techo
890,Carvajal,Kennedy, Condado El Rey
891,Carvajal,Kennedy, Delicias
892,Carvajal,Kennedy, Desarrollo Nueva York
893,Carvajal,Kennedy, El Pencil
894,Carvajal,Kennedy, El Progreso I y II
895,Carvajal,Kennedy, El Triángulo
896,Carvajal,Kennedy, Floralia I y II
897,Carvajal,Kennedy, Gerona
898,Carvajal,Kennedy, Guadalupe
899,Carvajal,Kennedy, La Chucua
900,Carvajal,Kennedy, Las Torres
901,Carvajal,Kennedy, Los Cristales
902,Carvajal,Kennedy, Lucerna
903,Carvajal,Kennedy, Milenta
904,Carvajal,Kennedy, Nueva York
905,Carvajal,Kennedy, Provivienda
906,Carvajal,Kennedy, Provivienda Occidental
907,Carvajal,Kennedy, Salvador Allende
908,Carvajal,Kennedy, San Andrés I y II
909,Carvajal,Kennedy, Talavera de la Reina
910,Carvajal,Kennedy, Tayrona Comercial
911,Carvajal,Kennedy, Valencia-La Chucua
912,Carvajal,Kennedy, Villa Nueva.
913,Kennedy Central,Kennedy,Abraham Lincoln
914,Kennedy Central,Kennedy, Casablanca I
915,Kennedy Central,Kennedy, II
916,Kennedy Central,Kennedy, III y IV
917,Kennedy Central,Kennedy, Casablanca 32 y 33
918,Kennedy Central,Kennedy, Ciudad Kennedy Central
919,Kennedy Central,Kennedy, Ciudad Kennedy Norte
920,Kennedy Central,Kennedy, Ciudad Kennedy Occidental
921,Kennedy Central,Kennedy, Ciudad Kennedy Oriental
922,Kennedy Central,Kennedy, Ciudad Kennedy Sur
923,Kennedy Central,Kennedy, El Descanso
924,Kennedy Central,Kennedy, La Giraldilla
925,Kennedy Central,Kennedy, Miraflores Kennedy
926,Kennedy Central,Kennedy, Multifamiliar Techo
927,Kennedy Central,Kennedy, Nuevo Kennedy
928,Kennedy Central,Kennedy, Pastrana
929,Kennedy Central,Kennedy, Techo
930,Kennedy Central,Kennedy, Puerto José de Caldas.
931,Timiza,Kennedy,Alameda de Timiza
932,Timiza,Kennedy, Alfonso Montaña
933,Timiza,Kennedy, Berlín
934,Timiza,Kennedy, Boitá I y II
935,Timiza,Kennedy, Casa Loma
936,Timiza,Kennedy, Catalina
937,Timiza,Kennedy, Catalina II
938,Timiza,Kennedy, El Comité
939,Timiza,Kennedy, El Jordán
940,Timiza,Kennedy, El Palenque
941,Timiza,Kennedy, El Porvenir
942,Timiza,Kennedy, El Rubí
943,Timiza,Kennedy, Jacqueline
944,Timiza,Kennedy, Juan Pablo I
945,Timiza,Kennedy, La Cecilia
946,Timiza,Kennedy, La Unidad
947,Timiza,Kennedy, Lago Timiza I y II Etapa
948,Timiza,Kennedy, Las Luces
949,Timiza,Kennedy, Moravia II
950,Timiza,Kennedy, Nuevo Timiza
951,Timiza,Kennedy, Onasis
952,Timiza,Kennedy, Pastrana
953,Timiza,Kennedy, Pastranita II
954,Timiza,Kennedy, Perpetuo Socorro
955,Timiza,Kennedy, Prados de Kennedy
956,Timiza,Kennedy, Roma
957,Timiza,Kennedy, Roma II
958,Timiza,Kennedy, Sagrado Corazón
959,Timiza,Kennedy, San Martín de Porres
960,Timiza,Kennedy, Santa Catalina
961,Timiza,Kennedy, Timiza
962,Timiza,Kennedy, Tonoli
963,Timiza,Kennedy, Tocarema
964,Timiza,Kennedy, Tundama
965,Timiza,Kennedy, Vasconia II
966,Timiza,Kennedy, Villa de los Sauces
967,Timiza,Kennedy, Villa Rica.
968,Tintal Norte,Kennedy,Santa Paz-Santa Elvira y Vereda El Tintal
969,Tintal Norte,Kennedy,y la parte occidental del sector Tintal como lo es Ciudad Tintal.
970,Calandaima,Kennedy,Urbanización Unir Uno (Predio Calandaima)
971,Calandaima,Kennedy, Calandaima
972,Calandaima,Kennedy, Conjunto Residencial Prados de castilla I
973,Calandaima,Kennedy, II y III
974,Calandaima,Kennedy, Conjunto Residencial Gerona del Tintal
975,Calandaima,Kennedy, Galán
976,Calandaima,Kennedy, Osorio
977,Calandaima,Kennedy, Santa Fe del Tintal
978,Calandaima,Kennedy, Tintala
979,Calandaima,Kennedy, Ciudadela Tierra Buena
980,Calandaima,Kennedy, Ciudadela Primavera.
981,Corabastos,Kennedy,Cayetano Cañizares
982,Corabastos,Kennedy, Chucua de la Vaca
983,Corabastos,Kennedy, El Amparo
984,Corabastos,Kennedy, El Llantito
985,Corabastos,Kennedy, El Olivo
986,Corabastos,Kennedy, El Saucedal
987,Corabastos,Kennedy, La Concordia
988,Corabastos,Kennedy, La Esperanza
989,Corabastos,Kennedy, La María
990,Corabastos,Kennedy, Llano Grande
991,Corabastos,Kennedy, María Paz
992,Corabastos,Kennedy, Pinar del Río
993,Corabastos,Kennedy, San Carlos
994,Corabastos,Kennedy, Villa de la Loma
995,Corabastos,Kennedy, Villa de la Torre
996,Corabastos,Kennedy, Villa Emilia
997,Corabastos,Kennedy, Vista Hermosa.
998,Gran Britalia,Kennedy,Alfonso López Michelsen
999,Gran Britalia,Kennedy, Britalita
1000,Gran Britalia,Kennedy, Calarcá I y II
1001,Gran Britalia,Kennedy, Casablanca Sur
1002,Gran Britalia,Kennedy, Class
1003,Gran Britalia,Kennedy, El Almenar
1004,Gran Britalia,Kennedy, El Carmelo
1005,Gran Britalia,Kennedy, Gran Britalia
1006,Gran Britalia,Kennedy, La Esperanza
1007,Gran Britalia,Kennedy, La María
1008,Gran Britalia,Kennedy, Pastranita
1009,Gran Britalia,Kennedy, Santa María de Kennedy
1010,Gran Britalia,Kennedy, Vegas de Santa Ana
1011,Gran Britalia,Kennedy, Villa Andrea
1012,Gran Britalia,Kennedy, Villa Anita
1013,Gran Britalia,Kennedy, Villa Nelly
1014,Gran Britalia,Kennedy, Villa Zarzamora
1015,Gran Britalia,Kennedy," Villas de Kennedy.
<p><br/>
</p>"
1016,Patio Bonito,Kennedy,Altamar
1017,Patio Bonito,Kennedy, Avenida Cundinamarca
1018,Patio Bonito,Kennedy, Barranquillita
1019,Patio Bonito,Kennedy, Bellavista
1020,Patio Bonito,Kennedy, Campo Hermoso
1021,Patio Bonito,Kennedy, Ciudad de Cali
1022,Patio Bonito,Kennedy, Ciudad Galán
1023,Patio Bonito,Kennedy, Ciudad Granada
1024,Patio Bonito,Kennedy, Dindalito
1025,Patio Bonito,Kennedy, El Paraíso
1026,Patio Bonito,Kennedy, El Patio
1027,Patio Bonito,Kennedy, El Rosario
1028,Patio Bonito,Kennedy, El Saucedal
1029,Patio Bonito,Kennedy, El Triunfo
1030,Patio Bonito,Kennedy, Horizonte Occidente
1031,Patio Bonito,Kennedy, Jazmín Occidental
1032,Patio Bonito,Kennedy, La Rivera
1033,Patio Bonito,Kennedy, Las Acacias
1034,Patio Bonito,Kennedy, Las Brisas
1035,Patio Bonito,Kennedy, Las Palmeras
1036,Patio Bonito,Kennedy, Los Almendros
1037,Patio Bonito,Kennedy, Palmitas
1038,Patio Bonito,Kennedy, Patio Bonito I II y III
1039,Patio Bonito,Kennedy, Puente La Vega
1040,Patio Bonito,Kennedy, San Dionisio
1041,Patio Bonito,Kennedy, San Marino
1042,Patio Bonito,Kennedy, Santa Mónica
1043,Patio Bonito,Kennedy, Sumapaz
1044,Patio Bonito,Kennedy, Tayrona
1045,Patio Bonito,Kennedy, Tierra Buena. Tintalito I y II
1046,Patio Bonito,Kennedy, Tocarema
1047,Patio Bonito,Kennedy, Villa Alexandra
1048,Patio Bonito,Kennedy, Villa Andrés
1049,Patio Bonito,Kennedy, Villa Hermosa
1050,Patio Bonito,Kennedy, Villa Mendoza.
1051,Las Margaritas,Kennedy,Las Margaritas
1052,Las Margaritas,Kennedy, Osorio XI y XII
1053,Las Margaritas,Kennedy, Portal Américas.
1054,Bavaria,Kennedy,Aloha
1055,Bavaria,Kennedy, Alsacia
1056,Bavaria,Kennedy, Áticos de las Américas
1057,Bavaria,Kennedy, Cooperativa de Suboficiales
1058,Bavaria,Kennedy, El Condado de la Paz
1059,Bavaria,Kennedy, Los Pinos de Marsella
1060,Bavaria,Kennedy, Lusitania
1061,Bavaria,Kennedy, Marsella
1062,Bavaria,Kennedy, Nuestra Señora de La Paz
1063,Bavaria,Kennedy, San José Occidental
1064,Bavaria,Kennedy, Unidad Oviedo
1065,Bavaria,Kennedy, Urbanización Bavaria
1066,Bavaria,Kennedy,Ciudad Alsacia.
1067,Fontibón,Fontibón,Arabia
1068,Fontibón,Fontibón, Atahualpa
1069,Fontibón,Fontibón, Bahía Solano
1070,Fontibón,Fontibón, Santiago Batavia
1071,Fontibón,Fontibón, Belén
1072,Fontibón,Fontibón, Betania
1073,Fontibón,Fontibón, Boston
1074,Fontibón,Fontibón, Centenario
1075,Fontibón,Fontibón, Centro A
1076,Fontibón,Fontibón, El Carmen
1077,Fontibón,Fontibón, El Cuco
1078,Fontibón,Fontibón, El Guadual
1079,Fontibón,Fontibón, El Jordan
1080,Fontibón,Fontibón, El Pedregal
1081,Fontibón,Fontibón, El Ruby
1082,Fontibón,Fontibón, El Tapete
1083,Fontibón,Fontibón, Ferrocaja
1084,Fontibón,Fontibón, Flandes
1085,Fontibón,Fontibón, Fontibón Centro
1086,Fontibón,Fontibón, La Cabaña
1087,Fontibón,Fontibón, La Giralda
1088,Fontibón,Fontibón, La Laguna
1089,Fontibón,Fontibón, Las Flores
1090,Fontibón,Fontibón, Palestina
1091,Fontibón,Fontibón, Rincón Santo
1092,Fontibón,Fontibón, Santander
1093,Fontibón,Fontibón, Salamanca
1094,Fontibón,Fontibón, San Pedro-Los Robles
1095,Fontibón,Fontibón, Torcoroma
1096,Fontibón,Fontibón, Unidad Residencial Montecarlo
1097,Fontibón,Fontibón, Valle Verde
1098,Fontibón,Fontibón, Veracruz
1099,Fontibón,Fontibón, Versalles
1100,Fontibón,Fontibón, Villa Beatriz
1101,Fontibón,Fontibón, Villa Carmenza
1102,Fontibón,Fontibón, Villemar.
1103,Fontibón-San Pablo,Fontibón,Ambalema
1104,Fontibón-San Pablo,Fontibón, Bohíos
1105,Fontibón-San Pablo,Fontibón, El Portal
1106,Fontibón-San Pablo,Fontibón, El Refugio
1107,Fontibón-San Pablo,Fontibón, El Triángulo
1108,Fontibón-San Pablo,Fontibón, Florencia
1109,Fontibón-San Pablo,Fontibón, Jericó
1110,Fontibón-San Pablo,Fontibón, La Aldea
1111,Fontibón-San Pablo,Fontibón, La Estación
1112,Fontibón-San Pablo,Fontibón, La Perla
1113,Fontibón-San Pablo,Fontibón, La Zelfita
1114,Fontibón-San Pablo,Fontibón, Las Brisas
1115,Fontibón-San Pablo,Fontibón, Prados de la Alameda
1116,Fontibón-San Pablo,Fontibón, Puente Grande
1117,Fontibón-San Pablo,Fontibón, San Pablo
1118,Fontibón-San Pablo,Fontibón, Selva Dorada
1119,Fontibón-San Pablo,Fontibón, Villa Liliana
1120,Fontibón-San Pablo,Fontibón, HB
1121,Fontibón-San Pablo,Fontibón, Recodo.
1122,Zona Franca,Fontibón,Pueblo Nuevo
1123,Zona Franca,Fontibón, Moravia
1124,Zona Franca,Fontibón, Kasandra
1125,Zona Franca,Fontibón, Sabana Grande.
1126,Ciudad Salitre Occidente,Fontibón,Carlos Lleras
1127,Ciudad Salitre Occidente,Fontibón, La Esperanza Norte
1128,Ciudad Salitre Occidente,Fontibón, Salitre Nor-Occidental
1129,Ciudad Salitre Occidente,Fontibón, Sauzalito.
1130,Granjas de Techo,Fontibón,El Franco
1131,Granjas de Techo,Fontibón, Granjas de Techo
1132,Granjas de Techo,Fontibón, Montevideo
1133,Granjas de Techo,Fontibón, Paraíso Bavaria
1134,Granjas de Techo,Fontibón, Visión Semiindustrial.
1135,Modelia,Fontibón,Bosque de Modelia
1136,Modelia,Fontibón, Baleares
1137,Modelia,Fontibón, Capellania
1138,Modelia,Fontibón, El Rincón de Modelia
1139,Modelia,Fontibón, Fuentes del Dorado
1140,Modelia,Fontibón, Hayuelos
1141,Modelia,Fontibón, Cofradía
1142,Modelia,Fontibón, La Felicidad
1143,Modelia,Fontibón, La Esperanza
1144,Modelia,Fontibón, Mallorca
1145,Modelia,Fontibón, Modelia
1146,Modelia,Fontibón, Modelia Occidental
1147,Modelia,Fontibón, Santa Cecilia
1148,Modelia,Fontibón, Tarragona.
1149,Capellanía,Fontibón,El Jardín
1150,Capellanía,Fontibón, La Rosita
1151,Capellanía,Fontibón, Puerta de Teja
1152,Capellanía,Fontibón, San José
1153,Capellanía,Fontibón, Veracruz.
1154,Aeropuerto Eldorado,Fontibón,El Bogotano
1155,Las Ferias,Engativá,Acapulco
1156,Las Ferias,Engativá, Bellavista Occidental
1157,Las Ferias,Engativá, Bosque Popular
1158,Las Ferias,Engativá, Cataluña
1159,Las Ferias,Engativá, Ciudad de Honda
1160,Las Ferias,Engativá, El Dorado-San Joaquín
1161,Las Ferias,Engativá, El Guali
1162,Las Ferias,Engativá, El Laurel
1163,Las Ferias,Engativá, El Paseo
1164,Las Ferias,Engativá, Estrada
1165,Las Ferias,Engativá, La Cabaña
1166,Las Ferias,Engativá, La Estradita
1167,Las Ferias,Engativá, La Europa
1168,Las Ferias,Engativá, La Marcela
1169,Las Ferias,Engativá, La Reliquia
1170,Las Ferias,Engativá, Las Ferias
1171,Las Ferias,Engativá, Metrópolis
1172,Las Ferias,Engativá, Palo Blanco
1173,Las Ferias,Engativá, Santo Domingo.
1174,Minuto de Dios,Engativá,Andalucía
1175,Minuto de Dios,Engativá, Copetroco La Tropical
1176,Minuto de Dios,Engativá, El Portal del Río
1177,Minuto de Dios,Engativá, La Palestina
1178,Minuto de Dios,Engativá, Tisquesusa
1179,Minuto de Dios,Engativá, Andalucía
1180,Minuto de Dios,Engativá, La Española
1181,Minuto de Dios,Engativá, La Serena
1182,Minuto de Dios,Engativá, Los Cerezos
1183,Minuto de Dios,Engativá, Luis Carlos Galán
1184,Minuto de Dios,Engativá, Meissen-Sidauto
1185,Minuto de Dios,Engativá, Morisco
1186,Minuto de Dios,Engativá, París Gaitán
1187,Minuto de Dios,Engativá, Primavera Norte
1188,Boyacá Real,Engativá, El Carmelo
1189,Boyacá Real,Engativá, El Refugio
1190,Boyacá Real,Engativá, Florencia
1191,Boyacá Real,Engativá, Florida Blanca
1192,Boyacá Real,Engativá, La Almería
1193,Boyacá Real,Engativá, La Granja
